Nr. Crt;Categorie;Compania;Brand;Denumirea promotiei;Data Start;Data Sfarsit;Durata zile;Durata luni;Slogan;Mecanism;Tip promotie;Validare; Valoare Premii ;Premii;Masina;Excursie;Instant;Zilnice;Saptamanale/ Lunare;La sfarsit de campanie;SMS;Website;APP;Facebook;Whatsapp;Clip YOUTUBE;Instagram;;
329;Drink;NESTLÉ ROMANIA S.R.L.;Nescafe;„MOMENTE LA CAFEA CU NESCAFE ”;15.09.2021;15.11.2021;;;„MOMENTE LA CAFEA CU NESCAFE ”;"Achizitioneaza cafea solubila Nescafe de minimum 10 RON pe acelasi bon fiscal;Inscrie-te prin SMS la 1859,exemplu de SMS:11/15.09.2021;Asteapta tragerile la sorti si afla daca ai castigat premii cu care sa iti creezi locul perfect de savurat cafeaua acasa;";Buy&send;SMS;162.592;"62x card cadou IKEA;62x boxa inteligenta Google home mini;9x smart TV Samsung The Frame+rama;9x Laptop Apple Macbook Air 13-inch;3x card cadou IKEA in valoare de 10.000RON";Nu;Nu;Nu;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;Nu;;
330;Electrocasnice;GROUPE SEB ROMANIA SRL;Rowenta;"""Rowenta da Weekendul inapoi romanilor!""";29.09.2021;05.12.2021;;;"""Rowenta da Weekendul inapoi romanilor!""";La achizitionarea oricarui aspirator Rowenta,inscrie bonul pe site-ul rowenta.ro/weekendulinapoi si poti castiga premii de care sa te bucuri in timpul liber;Buy&send;Formular contact;                            58 021.63;"1x vacanta de 10 zile in Europa;10x weekenduri in tara;150x bilete duble la cinema;15x expressoare Nespresso by Krups Inissia";Nu;Da;Nu;Da;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
331;Food;S.C. Ficosota Marketing Romania S.R.L.;Maretti;"""Maretti-2 laturi ale gustului.Ambele gustoase.""";01.10.2021;14.11.2021;;;"""Maretti-2 laturi ale gustului.Ambele gustoase.""";Achizitioneaza doua pungi de Bruschete Maretti,orice sortiment pe acelasi bon fiscal,inscrie data si nr bonului  prin SMS la 3723 si poti castiga unul dintre premiile campaniei;Buy&send;SMS;                           19,758.22;"1x Scuter Vespa Primavera 50,rosu;100x umbrele Maretti";;Nu;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;;
332;Food;Podravka International S.R.L;Vegeta;"""Cumoara produse Vegeta si castiga premii irezistibile!""";01.10.2021;31.12.2021;;;"""Cumoara produse Vegeta si castiga premii irezistibile!""";Achizitioneaza cel putin doua sortimente Vegeta diferite,inscrie-te in campanie pana pe 31.10.2021 si ai sansa sa castigi un autoturism Audi Q2 si mai multe premii;Buy & send;Formular contact;                               183,336;"1x autoturism Audi Q2;20x multicooker Tefal;200 cosuri cu produse Vegeta";Da;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Da;Nu;Nu;Nu;;
333;Energie;E.ON Energie Romania;E.ON;"""Energy Renew""";28.09.2021;05.12.2021;;;"""Energy Renew""";Incheie un nou contract de electricitate sau gaz in piata libera si intrii in tombola cu peste 1000 de premii;Buy;Automat;                               315.303;"1x noul Opel Mokka-e;10x 12 luni energie gratuita;1000x set 10 becuri LED";Da;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
334;Farma;Field Star S.R.L;Secom;"""Fa o prioritate din imunitate!""";15.09.2021;31.12.2021;;;"""Fa o prioritate din imunitate!""";Achizitioneaza orice produs de imunitate din gama Secom,inscrie bonul fiscal/factura sau prin SMS la 1827 si poti castiga un premiu prin tragerea la sorti;Buy&send;SMS&Formular contact;                               195,429;"1x masina Lexus US 250h FWD  Bussines;16x tablete Apple iPAd 8 2020;780x kit produse Secom";Da;Nu;Nu;Da;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
335;Autoturism;Unix Auto SRL;Unix;“Câ?tiga?i împreun? cu service-ul dumneavoastr? cele dou? Mercedes-uri!”;01.09.2021;30.11.2021;;;“Câ?tiga?i împreun? cu service-ul dumneavoastr? cele dou? Mercedes-uri!”;Comanda din service-ul tau piese auto  A.Z. Mesterteile pentru autovehiculul tau,solicita ambalajul produsului si incarca codul de produs(seria nr) pe pagina campaniei si poti castiga;Buy&send;Formular contact;331.073;"2x autoturisme Mercedes A 160;40x ceas elegant;300x ceas suport;100x umbrela compacta;";Da;Nu;Da;Da;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
336;Energie;SOCIETATEA ELECTRICA FURNIZARE S.A;Societatea Electrica;”Prinde premiile toamnei”;15.09.2021;30.11.2021;;;”Prinde premiile toamnei”;Incheie contract de gaze naturale in perioada campaniei si esti inscris in tragerea la sorti din cadrul companiei cu premii;Buy;Automat;                           10.845,66;"12x cuptor cu microunde MW7720;12x blender de masa Bosh;12x prajitor paine;1x frigider samsung";Nu;Nu;Nu;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;Nu;Nu;;
337;Food;Star Foods E.M. S.R.L;Lay's;"""Deschide Lay's.Alege ce te face sa zambesti!""";15.09.2021;30.11.2021;;;"""Deschide Lay's.Alege ce te face sa zambesti!""";Inscrie codul de pe pungile produselor Lay's cu banda promotionala pe www.lays.ro sau prin SMS la 1857 si poti castiga prin tragere la sorti unul dintre premiile puse in joc;Buy&send;SMS&Formular contact;502;"770x card cadou elefant.ro in valoare de 100RON;77x card cadou IKEA in valoare de 5000RON;4x card cadou eMAG in valoare de10000RON";Nu;Nu;Da;Da;Nu;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
338;Farma;MEDIPLUS EXIM S.R.L.;Mediplus;"""Bucura-te de roadele toamnei!""";01.09.2021;30.11.2021;;;"""Bucura-te de roadele toamnei!""";Achizitioneaza produse participante in valoare de 29 lei pe un singur bon si completeaza talonul de inscriere si poti castiga!;Buy&send;Formular contact;                        69,600 ;"3x televizor;18x cuptor cu microunde;24x expressor;45x mixer cu bol;150x periuta de dinti electrica";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Da;Nu;Nu;Nu;;
339;Food;SC Alka Trading;Alka;"""Cu alka prajitura casei,Acasa e Regatul tau!""";25.10.2021;30.11.2021;;;"""Cu alka prajitura casei,Acasa e Regatul tau!";Achizitioneaza orice prajitura casei de minim 12 lei,inscrie bonul pe site si poti castiga ;Buy&send;Formular contact;                                  61.512;Aspirator robot;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
340;Electronics;NETWORK ONE DISTRIBUTION S.R.L.;Heinner;„10 ani de tot mai bine impreuna – Castiga bucataria visurilor tale”;15.10.2021;23.12.2021;;;„10 ani de tot mai bine impreuna – Castiga bucataria visurilor tale”;Achizi?ioneaz? orice produs electrocasnic Heinner în perioada promotionala,pastreaza bonul fiscal sau factura si trimite SMS la 1766 cu nr bonului,alaturi de numele complet si esti inregistrat automat pentru tragerea la sorti;Buy&send;SMS;106,051.47;"O bucatarie completa,pachetul de studentie in chirie;pachetul de viata sanatoasa";Nu;Nu;Nu;Nu;Nu;Da;Da;Nu;Nu;Nu;Nu;Nu;Nu;;
341;Drink;Bergembier;Staropramen;"""Transforma fiecare moment in #EditieLimitata cu Staropramen""";02.08.2021;30.12.2021;;;"""Transforma fiecare moment in #EditieLimitata cu Staropramen""";Achizitioneaza o doza de Staropramen ,inscrie codul de sub cheita si te poti bucura de experientele in editie limitata;Buy&send;Formular contact;;"222x card cadou Emag in valoare de 480Ron;3x excursie";Nu;Da;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
342;Food;FERRERO ROMANIA S.R.L;Kinder;„Imparte #AcelMomentKinder cu cei dragi”;01.11.2021;30.11.2021;;;„Imparte #AcelMomentKinder cu cei dragi”;Achizitioneaza produse Kinder mini,in orice combinatie,de minimun 15 lei,inscrie-te in promotie si poti castiga unul din premiile Kinder;Buy&send;Formular contact;                          226.129,60;"Un autoturism marca Mini Cooper SE ALL4;5 camere GoPro HERO9";Da;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
343;Food;Intersnacks Romania S.R.L;Chio;"""Castiga o vacanta pe ora""";15.08.2021;30.11.2021;;;"""Castiga o vacanta pe ora""";In perioada campaniei,cauta codul promo pe ambalajele produselor participante si poti castiga unul din premiile de neuitat;Buy&send;Formular contact;;"45xExcursie la P.Dealul Verde;36xExcursie la Green Village;36xExcursie la Complex Egreta";Nu;Da;Da;Da;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
344;Hair;GRAFFITI PUBLIC RELATIONS S.R.L;Head & Shoulders;Performanta este genul tau!;01.11.2021;25.11.2021;;;Performanta este genul tau!;Conecteaz?-te pe Youtil.ro. Dac? nu ai cont, creeaz?-?i unul în sec?iunea “Înregistrare”.În c?su?a de mai jos, scrie mesajul t?u de încurajare pentru Echipa Na?ional? de Fotbal Feminin a României.Trimite mesajul, descoper? codul de reducere de 15%, pe care îl po?i folosi în magazinul online oficial al FRF ?i intri în tragerea la sor?i pentru unul dintre tricourile oficiale ale Echipei Na?ionale.;Send;Formular contact;4335;"15% reducere la in magazinul online oficialal FRF;unul din cele 15 tricouri oficiale ale Echipei Nationale";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
345;Technology;S.C New View S.R.L;Oral-B;Castiga cu tehnologia revolutionara de la Oral-B in Help Net;01.11.2021;30.11.2021;;;Castiga cu tehnologia revolutionara de la Oral-B in Help Net;Achizitioneaza o periu?? de din?i electric? Oral-B iO6 sau iO7 din farmaciile Help Net.Incarca imaginea cu bonul si numarul acestuia in formular si pastreaza bonul pentru validare;Buy&send;Formular contact;                            61.177,90;Kit complet de igiena dentara;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
346;Wash;S.C New View S.R.L;Lenor;"""Lasa-te sedusa de parfumurile haute couture care dureaza si dureaza…";27.10.2021;07.12.2021;;;"""Lasa-te sedusa de parfumurile haute couture care dureaza si dureaza…";Achizitioneaza orice produs din gama Lenor Haute Couture sau Parfumell din magazinele Kaufland.Incarca bonul si numarul acestuia in formularul de pe site.Pastreaza bonul pentru validare;Buy&send;Formular contact;16000;10x Vouchere pentru bijuterii in valoare de 1500RON;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
347;Wash;S.C New View S.R.L;Fairy&Mr. Proper;"""Totul este mai usor cu un pic de ajutor:Fairy & Mr. Proper""";21.10.2021;30.11.2021;;;"""Totul este mai usor cu un pic de ajutor:Fairy & Mr. Proper""";Achizitioneaza doua produse participante la campanie,indiferent de combinatie.Incarca imaginea cu bonul si numarul acestuia pe formularul de pe site.Pastreaza bonul pentru validare;Buy&send;Formular contact;                             50045,00;5X  aparat de gatit Theirmomix;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
348;Food;FERRERO ROMANIA S.R.L;Raffaello;„Asterne fulgi de iubire in inimile celor dragi, cu Raffaello”;15.11.2021;05.12.2021;;;„Asterne fulgi de iubire in inimile celor dragi, cu Raffaello”;Achizitioneaza minimum 80g de specialitati Raffaello,incarca o poza cu bonul fiscal si inscrie-te in campanie;Buy&send;Formular contact;67,500;2X Escapada romantica la Valea Verde Resort,20XCard cadou Vivre in valoare de 2000Ron,50X Card cadou Emag in valoare de 250 Ron;Nu;Da;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
349;Food;FERRERO ROMANIA S.R.L;Ferrero;„Decoreaza cu splendoare clipele de sarbatoare!”;15.11.2021;31.12.2021;;;„Decoreaza cu splendoare clipele de sarbatoare!”;Achizitioneaza produse Ferrero in valoare de minimum 10 Ron,incarca poza bonului fiscal si poti castiga premii speciale;Buy&send;Formular contact;                            32.980,00;"1X experienta premium la The Marmorosch Bucharest,Autograph Collection;10XEspressor Nespresso Essenzza Mini;150XCon Ferrero Rocher cu 96 bomboane fiecare";Nu;Da;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
350;Drink;Albalact SA;Zuzu fit;"""Kind reminder:Proteina""";01.11.2021;30.11.2021;;;"""Kind reminder:Proteina""";Achizitioneaza orice produs Zuzu Fit,inscrie bonul pe site si poti castiga;Buy&send;Formular contact;                              32.139,7;"30XHOUR Mega clone 2 Under Amour;10XGarmin Venu SQ";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
351;;ESSITY ROMANIA SRL;Zewa;"""CASTIGA CU ZEWA PREMII PENTRU INTREAGA FAMILIE!""";10.11.2021;12.12.2021;;;"""CASTIGA CU ZEWA PREMII PENTRU INTREAGA FAMILIE!""";"Achizitioneaza hartie igienica si/sau role de bucatarie Zewa de minimum 15Ron;inscrie bonul fiscal in formularul de pe site si poti castiga";Buy&send;Formular contact;                              27.099,9;10X Frigidere Retro;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
352;Food;HARMONY ADVERTISING S.R.L.;Dr. Oetker;''Pentru lucruri greu de S-Poof'';01.11.2021;31.01.2022;;;''Pentru lucruri greu de S-Poof'';"Achizitioneaza orice prajitura sau rulada Poof de la Dr.Oetker;inscrie numarul si data bonului prin SMS la 3740* sau pe site";Buy&send;Formular contact;36.913;"3XMacbook Air;13XVideoproeictor;92XBoxa portabila JBL";Nu;Nu;Nu;Da;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
353;Drink;Ursus Breweries;Ursus;"""Bere ai cumparat,un Dokker ai castigat""";18.10.2021;30.11.2021;;;"""Bere ai cumparat,un Dokker ai castigat""";"Achizitioneaza orice bautura Peroni,Ursus,Timisoareana,Ciucas de minimum 250Ron fara TVA pe aceeasi factura;inscrie factura pe site si castiga prin tragere la sorti ";Buy&send;Formular contact;                         128.521,80;2X Dacia Dokker Van;Da;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
354;Food;Mondelez Romania S.A.;Milka,Belvita,Oreo;“Gusta toamna din plin!” - Penny;01.11.2021;30.11.2021;;;“Gusta toamna din plin!” - Penny;Achizitioneaza de minimum 10Ron pe un singur bon fiscal din magazinele Penny Market produse Milka,Belvita sau Oreo participante la campanie,scaneaza cardul de loialitate Penny la casa de marcat si te califici automat la tragerea la sorti;Buy&send;Formular contact;                            24.923,36;7Xtelefon Samsung galaxy S21;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
355;;S.C. CREDEX IFN S.A.;Credex;"""Black Friday cu surprize de la Credex""";01.11.2021;30.11.2021;;;"""Black Friday cu surprize de la Credex""";Ia-ti un credit de nevoi personale 100% online si poti castiga ;Buy&send;Formular contact;5249;"1XVoucher Altex&Media Galaxy 500Ron;1XIphone 13";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
356;Drink;URSUS BREWERIES SA;Ursus;„Curaj pe ambalaj”;15.11.2021;28.11.2021;;;„Curaj pe ambalaj”;Inscrie o poveste despre o fapta de curaj a unui prieten,impreuna cu datele lui de contact,pe site si poti castiga;Send;Formular contact;                             12.660,8;"1Xbax de sticle Ursus;1x cutie metalica personalizata ";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
357;;ESSITY ROMANIA SRL;Zewa;"AI GRIJA DE CEI DRAGI IAR ZEWA TE PREMTAZAI""";05.11.2021;30.11.2021;;;"AI GRIJA DE CEI DRAGI IAR ZEWA TE PREMTAZAI""";Achizitioneaza orice produs Zewa hârtie igienica uscata, în valoare de minimum 15 RON din magazinele La Doi Pasi si inscrie numarul & data bonului fiscal in formularul de concurs de pe zewa.net impreuna cu datele tale de contact.;Buy&send;Formular contact;                          17.089,97;"1xTV LED Philips 55P U56262;20.00xPachet zewa batiste nazale;1x set de produse zewa pentru un an";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
358;;ESSITY ROMANIA SRL;Zewa;"AI GRIJA DE CEI DRAGI SI ZEWA&LIBRESSE TE PREMIAZA!""";01.11.2021;30.11.2021;;;"AI GRIJA DE CEI DRAGI SI ZEWA&LIBRESSE TE PREMIAZA!""";Achizitioneaza produse Zewa ?i/sau produse Libresse, în valoare de minimum 20 RON si inscrie numarul & data bonului fiscal in formularul de concurs de pe zewa.net impreuna cu datele tale de contact.;Buy&send;Formular contact;25,000;"10XBiciclete de Orag Cadru Jos 520;55Xset produse zewa pentru un an";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
359;Constructii;Etex Building Performance S.A.;Siniat;“Expert in drifturi”;15.08.2021;30.11.2021;;;“Expert in drifturi”;Achizitioneaza orice ipsos Siniat din gama Adera sau Nida si înscrie bonul fiscal împreuna cu datele personale în formularul de concurs de pe siniat.ro;Buy&send;Formular contact;97,110;"1xMasina Dacia Lodgy;320Xsalopeta;4Xslefuitor pentru pereti si tavane cu aspirator Blade;4XSnec;4XAplicator profesional banda gips carton Delko";Da;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
360;Benzina;Auchan Romania S.A.;Petrom;"""Aniversare 100 statii MyAuchan@Petrom remodelate!""";22.11.2021;02.12.2021;;;"""Aniversare 100 statii MyAuchan@Petrom remodelate!""";Achizitioneaza carburant sau produse din orice sta?ie Petrom care are acum magazin MyAuchan si înscrie bonul fiscal împreuna cu datele personale în formularul de concurs de pe auchan.ro. ;Buy&send;Formular contact;50,000;"50XVouchere Auchan 100eur;50Xvoucher carburant auto Petrom de 100 eur";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
361;Food;BUNGE ROMANIA S.R.L;Unisol;“Sarbatoresti ca la Unisolesti”;01.12.2021;24.12.2021;;;“Sarbatoresti ca la Unisolesti”;Da like pe Facebook pe pagina Unisol, urm?re?te post?rile de pe 1 pân? pe 24 Decembrie, raspunde corect printr-un comentariu si poti castiga prima.;Send;Formular contact;                              1.193,68;"1xFripteoza Tefal;4XTocator Rohson;24xseturi Unisol";Nu;Nu;Nu;Nu;Nu;Da;Nu;Nu;Nu;Da;Nu;Nu;Nu;;
362;Drink;BERGENBIER S.A;Becks;"""Incepe orice-ti doresti powered by Beck’s!""";15.04.2021;31.12.2021;;;"""Incepe orice-ti doresti powered by Beck’s!""";Cumpara orice sticla (0.33L, 0.5L, 0.75L) sau doza (0.5L) promotionala Beck’s* (ambalaj individual sau pachet) si inscrie codul de sub capac / cheita pe becks.ro ;Buy&send;Formular contact;26,000;100 Euro;Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
363;Food;LIDL DISCOUNT S.R.L;Lidl;“Castiga premii surprinzatoare”;15.11.2021;02.01.2021;;;“Castiga premii surprinzatoare”;Cumpara de minimum 100 lei din magazinele Lidl, cel putin un produs Deluxe si inscrie codul unic de pe bonul fiscal prin SMS la 1877 sau pe lidl.ro ;Buy&send;Formular contact;368,920;"5xIphone 12 pro;2Xvacante de lux Maldive;1XBMW X4";Da;Da;Nu;Nu;Nu;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
364;Drink;S.C. “B.D.G. IMPORT” S.R.L;Jägermeister;”Jägermeister”;11.10.2021;21.11.2021;;;”Jägermeister”;Cumpara unul din produsele Jägermeister 0.7 l, Jägermeister 1 l, Jägermeister 1.75 l, Jägermeister Scharf 0.7 l, Jägermeister Scharf 1 l si trimite prin SMS la nr. 1767 (tarif normal disponibil in retelele Vodafone, Orange, Telekom Mobile si DigiMobil) numarul bonului de casa si data bonului sau inscrie-l pe Jägermeister.com ;Buy&send;Formular contact;179597;"1xVan bar mobil Jagermaister;Bilete de avion dus telefoane cu numarul doi;Happy party kit";Nu;Da;Nu;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;Nu;;
365;Drink;a CARPATHIAN SPRINGS S.A;Wet;“GET WET, GET A PRIZE”;18.11.2021;06.12.2021;;;“GET WET, GET A PRIZE”;Achizitioneaza produse wet si raspunde pe site la cateva intrebari si intrii automat in tragerea la sorti;Buy&send;Formular contact;                            15.376,59;"1Xiphone 13;2Xcamere go pro;3Xpereche de casti;3Xboxe portabile";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
366;Constructii;BricoStore Romania S.A.;Bricostore;"""Tu ce ai pune sub brad de 1000euro?""";26.11.2021;19.12.2021;;;"""Tu ce ai pune sub brad de 1000euro?""";Cump?r? de cel pu?in 100 de lei din orice magazin Brico sau de pe site în perioada 26 noiembrie - 19 decembrie ?i po?i câ?tiga 1000 de euro în fiecare s?pt?mân?.;Buy&send;Formular contact;55,000;10X 1000 de Euro;Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
367;Drink;Happy Digital;Santal;“Santal va aduce impreuna, cu suc, jocuri, voie buna!”;24/11/2021;08/12/2021;;;“Santal va aduce impreuna, cu suc, jocuri, voie buna!”;Alege-ti un fruct,scrie-ne in maxim doua cuvinte ce inseamna pentru tine Craciunul,lasa-ne datele de contact si intra in marea tragere la sorti de pe 9 decembrie pentru a castiga unul dintre cele 100 de premii de la Santal;Buy&send;Formular contact;12,490.68;100XCutie din lemn cu 5in1 jocuri+1 cutie Santal nectar de portocale 1L;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
368;Electrocasnice;Flanco Retail S.A;Flanco;"""Review castigator""";01/12/2021;31/12/2021;;;"""Review castigator""";Lasa un review pe Flanco,la produsul cumparat in perioada campeniei promotionale,fiind loat in contul tau de client;Buy&send;Formular contact;                              4449.99;1XApple Iphone 13;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
369;;Auchan Romania S.A.;Auchan;"""Craciun de poveste""";19/11/2021;17/12/2021;;;"""Craciun de poveste""";Descopera decorurile speciale din oricare dintre magazinele Auchan,surprinde-le intr-o fotografie si posteaz-o pe story sau in feed cu tag @auchanromania+da follow @auchanromania pe Insagram;Buy&send;Formular contact;10,000;20X 500lei sub forma unui bonus pe cardul de fidelitate MyClub Auchan;Nu;Nu;Nu;Nu;Nu;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;;
370;Food;S.C. KITE DIGITAL S.R.L;Elit;"""Chef la tine acasa,cu mezeluri desavarsite pe masa""";23/11/2021;18/01/2021;;;"""Chef la tine acasa,cu mezeluri desavarsite pe masa""";Achizitionea-za minimum doua produse ELIT din orice magazin si inscrie numarul bonului impreuna cu datale personale in formularul de concurs de pe site si incarca o fotografie cu bonul fiscal;Buy&send;Formular contact;                              21.211.8;"1Xset de electrocasnice ;15Xnmini tocator;15Xmixer Beko;15Xsandwish maker";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
371;Food;Goodmills Romania SRL;Raftul bunicii;"""Sarbatori de poveste""";15/11/2021;31/01/2022;;;"""sarbatori de poveste""";Achizitioneaza orice faina sau malai Raftul Bunicii si inscrie bonul fiscal,numele magazinului si datele tale de contact pe pagina de concurs ;Buy&send;Formular contact;57,440;"100Xmasina de facut paine Tefal;200Xcantar de bucatarie;instant:brosura digitala cu retele pentru gatit Raftul Bunicii";Nu;Nu;Da;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
